timestamp,seq,latency_ms,jitter_ms,payload_size,lost_since_last,total_lost,loss_pct,processing_time_ms
1744375220.9138124,0,8.735179901123047,39.994239807128906,122,0,0,0.0,0.10728836059570312
1744375222.9026666,1,7.344722747802734,1.3904571533203125,130,0,0,0.0,0.07915496826171875
1744375243.6604216,2,42.03462600708008,34.689903259277344,122,0,0,0.0,0.13184547424316406
1744375245.6009102,3,7.211923599243164,34.822702407836914,130,0,0,0.0,0.08296966552734375
1744375247.4523242,4,7.612466812133789,0.400543212890625,130,0,0,0.0,0.0782012939453125
1744375256.914179,6,6.828546524047852,1006.8285465240479,122,0,0,0.0,0.08678436279296875
1744375258.5638125,7,11.056661605834961,4.228115081787109,130,0,0,0.0,0.11944770812988281
1744375260.2498806,8,7.674217224121094,3.382444381713867,122,0,0,0.0,0.11873245239257812
1744375261.782376,9,48.05350303649902,40.37928581237793,130,0,0,0.0,0.125885009765625
1744375264.4509757,10,7.258892059326172,40.79461097717285,130,0,0,0.0,0.08082389831542969
1744375268.090198,11,7.727146148681641,0.46825408935546875,130,0,0,0.0,0.1518726348876953
1744375272.83286,13,7.19141960144043,1007.1914196014404,130,0,0,0.0,0.08249282836914062
1744375274.3232334,14,49.01766777038574,41.82624816894531,130,0,0,0.0,0.09608268737792969
1744375277.815728,16,7.8277587890625,1007.8277587890625,130,0,0,0.0,0.1049041748046875
1744375281.7234006,18,7.774114608764648,1007.7741146087646,130,0,0,0.0,0.08082389831542969
1744375282.5828378,19,7.849216461181641,0.07510185241699219,130,0,0,0.0,0.08487701416015625
1744375283.6630542,20,7.952213287353516,0.102996826171875,122,0,0,0.0,0.08153915405273438
1744375285.3389375,21,8.340597152709961,0.3883838653564453,130,0,0,0.0,0.10800361633300781
1744375334.9723155,22,7.086277008056641,1.2543201446533203,122,0,0,0.0,0.08440017700195312
1744375336.9265451,23,7.50279426574707,0.4165172576904297,130,0,0,0.0,0.08273124694824219
1744375339.534033,24,50.38261413574219,42.87981986999512,131,0,0,0.0,0.1380443572998047
1744375343.987262,26,7.817745208740234,1007.8177452087402,131,0,0,0.0,0.07963180541992188
1744375344.7960284,27,7.436990737915039,0.3807544708251953,131,0,0,0.0,0.08296966552734375
1744375345.500549,28,7.548809051513672,0.11181831359863281,131,0,0,0.0,0.08368492126464844
1744375346.4754953,29,42.07468032836914,34.52587127685547,131,0,0,0.0,0.09560585021972656
1744375347.2485497,30,6.6585540771484375,35.4161262512207,131,0,0,0.0,0.10085105895996094
1744375347.9165385,31,6.802797317504883,0.1442432403564453,131,0,0,0.0,0.1285076141357422
1744375348.593783,32,7.545232772827148,0.7424354553222656,131,0,0,0.0,0.08392333984375
1744375349.1749198,33,45.01080513000488,37.465572357177734,131,0,0,0.0,0.12969970703125
1744375349.9979832,34,7.548093795776367,37.462711334228516,131,0,0,0.0,0.12350082397460938
1744375350.8334858,35,6.58416748046875,0.9639263153076172,131,0,0,0.0,0.08726119995117188
1744375351.4104955,36,10.601520538330078,4.017353057861328,131,0,0,0.0,0.15091896057128906
1744375351.9324684,37,10.706663131713867,0.10514259338378906,131,0,0,0.0,0.08869171142578125
1744375354.0814497,38,7.219552993774414,3.487110137939453,131,0,0,0.0,0.08440017700195312
1744375354.9143543,39,17.116546630859375,9.896993637084961,131,0,0,0.0,0.09894371032714844
1744375355.6321206,40,7.808446884155273,9.308099746704102,131,0,0,0.0,0.08606910705566406
1744375356.373238,41,6.483554840087891,1.3248920440673828,131,0,0,0.0,0.1404285430908203
1744375358.8206096,42,7.462739944458008,0.9791851043701172,123,0,0,0.0,0.08130073547363281
1744375360.8854733,43,7.971525192260742,0.5087852478027344,131,0,0,0.0,0.09489059448242188
1744375363.338998,44,7.340908050537109,0.6306171417236328,123,0,0,0.0,0.0820159912109375
1744375364.162147,45,7.923364639282227,0.5824565887451172,131,0,0,0.0,0.08082389831542969
1744375365.3317575,46,7.722139358520508,0.20122528076171875,123,0,0,0.0,0.09799003601074219
1744375365.8740616,47,50.37856101989746,42.65642166137695,131,0,0,0.0,0.1392364501953125
1744375367.504358,48,6.911039352416992,43.46752166748047,131,0,0,0.0,0.09179115295410156
1744375370.2474842,49,8.93092155456543,2.0198822021484375,123,0,0,0.0,0.11920928955078125
1744375371.8420484,50,8.605480194091797,0.3254413604736328,123,0,0,0.0,0.2498626708984375
1744375373.3814855,51,11.370182037353516,2.7647018432617188,131,0,0,0.0,0.1704692840576172
