timestamp,battery_pct,overall_latency_ms,overall_jitter_ms,throughput_msgs_sec,avg_payload_bytes,lost_packets,error_rate_pct,processing_time_ms,bandwidth_bytes_sec
1744374084.3578088,54.92556972274614,3.773325404455495,0.639456405974271,137.6,330.7863372093023,51,6.910569105691057,0,45516.2
1744374089.3550432,53.107896105187834,6.64109620180997,2.1972274780273438,110.0,326.67636363636365,0,0.0,0,35934.4
1744374094.3549232,52.31527288754781,7.733541891115521,1.5570326838862067,152.6,324.89121887287024,0,0.0,0,49578.4
1744374099.3569155,50.50419108654426,4.618936688393475,1.0024039767914437,147.8,327.5602165087957,10,1.342281879194631,0,48413.4
1744374104.3569686,50.50712640829912,7.459577318893711,2.078945891975423,153.2,326.80026109660577,0,0.0,0,50065.8
1744374109.357115,53.56503441685536,6.990454236014945,1.5538569356574385,146.4,279.3333333333333,24,3.1746031746031744,0,40894.4
1744374114.3559854,51.51054028526367,7.772900114123453,1.6232496940049548,149.0,326.3664429530201,0,0.0,0,48628.6
1744374119.3566794,52.90279829405188,8.499520718648082,1.7791871934201624,147.8,328.0473612990528,18,2.380952380952381,0,48485.4
1744374124.353387,52.56489102657025,7.145720350774472,1.2744099624716045,148.4,326.8800539083558,0,0.0,0,48509.0
1744374129.3570712,51.686998302974395,6.499736438181787,1.4302547888207782,151.4,326.57199471598415,18,2.3255813953488373,0,49443.0
1744374134.3528109,53.174332331637956,7.6944947890613395,1.5783368245415066,147.2,326.9415760869565,14,1.8716577540106951,0,48125.8
1744374139.3557065,53.58651824823515,7.358474669113658,1.6048662023606644,153.0,279.3333333333333,0,0.0,0,42738.0
1744374144.3552773,53.70966247570368,9.010772835718443,2.122711808714148,146.0,328.9767123287671,21,2.8000000000000003,0,48030.6
1744374149.3552697,54.2666494846344,6.7341650525728864,1.337410571674506,153.6,325.4986979166667,0,0.0,0,49996.6
1744374154.3556154,51.872132221857704,7.555014548123131,2.050373326062164,144.2,328.2649098474341,21,2.834008097165992,0,47335.8
1744374159.352021,53.43903061376518,5.78961047259244,1.319781981687495,149.6,327.6216577540107,9,1.1904761904761905,0,49012.2
1744374164.3558397,55.28731292787693,8.44008131966072,1.9778396181491988,154.4,325.34326424870466,0,0.0,0,50233.0
1744374169.356483,55.95388456809619,10.543391395863095,2.1286007458185034,145.2,279.3333333333333,0,0.0,0,40559.2
1744374174.35553,54.80155792890811,4.861729885828401,1.2062890722608441,153.2,324.92036553524804,8,1.034928848641656,0,49777.8
1744374179.3557339,54.574404079086925,8.853964831518091,2.1026970251746797,147.2,328.73505434782606,0,0.0,0,48389.8
1744374184.3569255,55.80506959581763,8.410096652452935,2.1979679758074484,147.8,327.3978349120433,18,2.380952380952381,0,48389.4
1744374189.3563945,52.161036484797485,6.790854515285667,1.4180843358271087,152.6,324.62778505897774,0,0.0,0,49538.2
1744374194.3561187,52.92751892858188,8.657492296670073,1.6261409687739545,148.8,326.3333333333333,25,3.2552083333333335,0,48558.4
1744374199.3567243,50.23251020811438,9.124176935128725,2.0791456951358454,147.6,279.3333333333333,0,0.0,0,41229.6
1744374204.3637924,52.12420449882257,6.662543441231222,1.1501783888792114,146.6,329.7557980900409,9,1.214574898785425,0,48342.2
1744374209.355576,52.380326819517975,10.36261303784096,2.555808629075142,146.0,327.33287671232875,42,5.447470817120623,0,47790.6
1744374214.356311,50.61073899269104,10.547305738496648,2.672613162413198,144.4,328.398891966759,17,2.303523035230352,0,47420.8
1744374219.3566916,49.3067483107249,7.213316413466709,1.196482641190993,144.2,328.93065187239944,26,3.485254691689008,0,47431.8
