timestamp,new_qos,smoothed_score,battery_level,avg_latency,bandwidth_usage,jitter,error_rate
1744294051.872964,2,0.42655831651124465,0.7182618379592896,0.0009263574694157668,591481,0.0006692433325499521,0.8163265306122449
1744294053.8757284,2,0.4517189997080203,0.7106324434280396,0.0018665427136315864,717232,0.00475121194667677,0.8163265306122449
1744294055.87594,2,0.4792794046113847,0.7091065645217896,0.0027201374052729667,812042,0.006600170765161468,0.8163265306122449
1744294081.882504,2,0.5589166308890798,0.7167359590530396,0.00200062319490541,2161320,0.005154803250439212,1.6326530612244898
1744294083.886406,2,0.5585444720341377,0.7274171113967896,0.0023223105713585826,2288264,0.0058154483999055175,1.6326530612244898
1744294085.8856285,2,0.5594464100134869,0.7106324434280396,0.002543001212200461,2382685,0.006203027159479787,1.6326530612244898
1744294131.8976314,2,0.561204963194678,0.7152100801467896,0.0019954736209331,4802511,0.005014901163686921,0.8163265306122449
1744294133.8999622,2,0.5615240590922754,0.7060548067092896,0.0021076242791462805,4894349,0.0052580427580489475,0.8163265306122449
1744294135.9011173,2,0.5614134371464161,0.7075806856155396,0.0022812800479622927,5022489,0.005802283361121823,0.8163265306122449
1744294157.9005866,2,0.5618966112406333,0.7182618379592896,0.002203682614061646,6151533,0.005674642020377802,0.9536784741144414
1744294159.9099464,2,0.5620384905351237,0.7106324434280396,0.0023226150425986513,6280726,0.006015301426864768,0.9536784741144414
1744294181.9169352,2,0.5633948350065798,0.7030030488967896,0.0022682232040635965,7408493,0.005856767724570454,5.0271739130434785
1744294183.9114897,2,0.5629922172690615,0.7121583223342896,0.0023410150809042786,7535777,0.005987700260005865,5.0271739130434785
1744294185.9183729,2,0.5632667752131324,0.7030030488967896,0.00243464118886134,7629389,0.006208585385373553,5.0271739130434785
1744294241.933249,2,0.5609833793150576,0.7167359590530396,0.002253123379572995,10550344,0.005837206327654749,2.15633423180593
1744294243.9343684,2,0.5611886930145757,0.7136842012405396,0.0023181247403978316,10678865,0.005953968745117401,2.15633423180593
1744294245.9370632,2,0.561688276867461,0.7014771699905396,0.002389404716784538,10772438,0.006127742628242345,2.15633423180593
1744294281.9475627,2,0.5630986022365567,0.7014771699905396,0.002307518104232883,12656015,0.005959784699379142,0.819672131147541
1744294283.9483538,2,0.562688491530144,0.7121583223342896,0.002357911455562024,12749409,0.006051126375497843,0.819672131147541
1744294285.9451783,2,0.5632199661623714,0.6877442598342896,0.0024013024706756626,12876344,0.0061275449304743585,0.819672131147541
1744294301.947932,2,0.5625028736659582,0.7091065645217896,0.0024229327759772634,13690361,0.0062219107944158185,4.632152588555858
1744294303.9530735,2,0.5625882151891193,0.7045289278030396,0.0024729625529132777,13820045,0.006305491222105169,4.632152588555858
1744294305.9501226,2,0.5630707062824702,0.6953736543655396,0.002520958226723042,13912167,0.0063811806034031,4.632152588555858
1744294321.9609563,2,0.5638075537752902,0.7075806856155396,0.0025551125059166176,14761237,0.006516071858841543,0.8130081300813009
1744294323.9627044,2,0.563768469610877,0.7045289278030396,0.002593543600013859,14855226,0.0065763234118476665,0.8130081300813009
1744294325.963007,2,0.5630225061045021,0.7228394746780396,0.0026389039614747208,14947259,0.006655838285963962,0.8130081300813009
1744294331.9667761,2,0.5638476704343743,0.6938477754592896,0.002669417282595967,15262471,0.0067220038029023035,1.7591339648173208
1744294333.9666703,2,0.5645310644361928,0.6892701387405396,0.002714063624889676,15389690,0.006799806516530755,1.7591339648173208
1744294335.9665585,2,0.5658786957131453,0.6907960176467896,0.0027476274043837456,15483403,0.00684694575995444,1.7591339648173208
1744294351.9635704,2,0.5665860153730106,0.6846925020217896,0.0027349769903371323,16332000,0.006810099664065892,0.9510869565217392
1744294353.9628112,2,0.5662211847247043,0.7030030488967896,0.0027626918886899266,16426565,0.0068497202334149125,0.9510869565217392
1744294355.964129,2,0.5667335505381629,0.6907960176467896,0.002794974568693986,16518349,0.006899617621142962,0.9510869565217392
1744294361.9681473,2,0.5668344705699686,0.6938477754592896,0.0028231689042839173,16833258,0.0069445558206688435,0.945945945945946
1744294363.9698842,2,0.5675604811616776,0.6862183809280396,0.0028528212790722824,16960430,0.0069867224181938605,0.945945945945946
1744294365.972683,2,0.568177165286035,0.6770631074905396,0.0029061313035711653,17052774,0.007086075459568507,0.945945945945946
1744294421.9885821,2,0.5669985089610504,0.6740113496780396,0.002855047946085081,19972843,0.00718142278440987,1.2096774193548387
1744294423.990161,2,0.5680471061397817,0.6892701387405396,0.002887494089310238,20103600,0.007221087776775013,1.2096774193548387
1744294425.9913785,2,0.5682604675503885,0.7014771699905396,0.0029195866734136283,20196076,0.007269588740558972,1.2096774193548387
1744294462.0082707,2,0.5661428820014732,0.7121583223342896,0.002928195195316755,22080445,0.007441675492214145,1.7639077340569878
1744294464.008317,2,0.5655578559541692,0.7060548067092896,0.0029593389915056377,22174792,0.007491519009513174,1.7639077340569878
1744294466.0062528,2,0.5654762891292962,0.6984254121780396,0.002984056947851054,22301377,0.007523234016182113,1.7639077340569878
