timestamp,battery_pct,overall_latency_ms,overall_jitter_ms,throughput_msgs_sec,avg_payload_bytes,lost_packets,error_rate_pct,processing_time_ms,bandwidth_bytes_sec
1744294041.127817,73.0519731839498,3.7615459956479875,1.3525894709995816,35.6,278.4719101123595,0,0,0,9913.6
1744294046.1210344,71.88121549418716,2.354346713785585,1.212083251098466,146.6,326.0068212824011,0,0.0,0,47792.6
1744294051.1227179,71.302487084895,2.5665138647553034,1.253139825514805,145.8,279.3333333333333,6,0.8163265306122449,0,40726.8
1744294056.121566,71.22771407737106,3.05378420734536,1.4978684739766466,146.2,327.2352941176471,2,0.273224043715847,0,47841.8
1744294061.1221147,70.33407434088285,3.654931447027813,2.1750507380757456,146.6,326.80900409276944,3,0.40816326530612246,0,47910.2
1744294066.1209188,72.99435666350068,1.968413022948221,1.2155124861797781,146.8,326.84196185286106,0,0.0,0,47980.4
1744294071.1222064,71.32554418784528,2.1680557465815284,1.144616485952021,145.6,327.2335164835165,2,0.2743484224965706,0,47645.2
1744294076.1225255,72.05914720095726,1.932453455990308,0.9238710142161748,146.0,326.67534246575343,0,0.0,0,47694.6
1744294081.1224515,72.14022360402024,2.185329526951369,1.1658401410114716,144.6,279.3333333333333,12,1.6326530612244898,0,40391.6
1744294086.1227102,71.94264883897743,3.0407070788765473,1.609113300853594,146.8,327.16893732970027,0,0.0,0,48028.4
1744294091.1222985,70.9131476830463,3.2200670566688587,1.6944787940200494,147.0,326.74557823129254,1,0.13623978201634876,0,48031.6
1744294096.1221669,70.73158636566036,2.344006692970192,1.214909357029003,145.6,327.39835164835165,0,0.0,0,47669.2
1744294101.1208131,72.36179843240855,2.7374492391296052,1.4682408908139104,147.2,326.6154891304348,2,0.27210884353741494,0,48077.8
1744294106.122263,72.30020683319842,2.3455089631542503,1.3367056358722513,146.6,326.80900409276944,3,0.40816326530612246,0,47910.2
1744294111.1183121,73.24970950805601,2.8184820758625966,1.5453628388288416,145.8,279.3333333333333,0,0.0,0,40726.8
1744294116.1211736,71.40218957525785,2.244730112822612,1.0430080991487387,146.6,326.97271487039563,0,0.0,0,47934.2
1744294121.1218474,70.7599446421764,2.2646964490820247,1.0512229690447672,146.6,326.97271487039563,2,0.2724795640326975,0,47934.2
1744294126.1175408,71.01404253317385,2.677210323188616,1.3707033965898596,147.2,326.6154891304348,0,0.0,0,48077.8
1744294131.1222773,71.2610434602808,2.663885077385053,1.3504100172487024,146.0,327.1684931506849,6,0.8163265306122449,0,47766.6
1744294136.1221898,71.09513771338541,3.888278833678117,1.8033028299453964,146.6,326.80900409276944,0,0.0,0,47910.2
1744294141.1225255,70.34078739127334,3.959979190201056,2.000298004984204,146.4,279.53142076502735,3,0.40816326530612246,0,40923.4
1744294146.1213493,70.51003474757505,2.765033937899185,1.821479888437227,146.6,326.77489768076396,0,0.0,0,47905.2
1744294151.121545,71.10014059504525,3.065947458493596,1.4726715556270917,146.6,326.97271487039563,0,0.0,0,47934.2
1744294156.1217117,70.47549839372988,2.527266413300902,1.2574061587616638,145.6,327.25961538461536,7,0.9536784741144414,0,47649.0
1744294161.122816,71.1933192659597,3.3765972797487347,1.8186968743638707,146.8,327.00544959128064,1,0.1366120218579235,0,48004.4
1744294166.1218698,71.51659431536336,2.457629520814497,1.3922469301538152,145.6,326.90384615384613,2,0.2743484224965706,0,47597.2
1744294171.122544,71.27001650479376,2.4018628720691484,1.3575573383300117,146.8,279.3991825613079,1,0.13605442176870747,0,41015.8
1744294176.122737,70.67266957750046,1.9160153114632386,1.1787094482003826,146.0,327.1684931506849,0,0.0,0,47766.6
1744294181.1224701,70.18111606524225,3.520728179386684,1.861981323787144,140.0,329.04714285714283,37,5.0271739130434785,0,46066.6
1744294186.1218004,70.20320350473578,3.9483155074872465,2.2463826756728325,152.0,325.28026315789475,0,0.0,0,49442.6
1744294191.1215959,70.93298638739238,2.641704059844101,1.4940676566218423,147.4,326.84667571234735,0,0.0,0,48177.2
1744294196.121942,71.27649217355446,2.197213075598892,1.3965360161398543,147.0,326.71292517006805,0,0.0,0,48026.8
1744294201.1202734,71.84005542234941,2.211558588936966,1.3640212618615017,145.2,279.3333333333333,3,0.411522633744856,0,40559.2
1744294206.12151,70.38438393145191,3.023376283438309,1.6183577801870264,147.2,326.7798913043478,0,0.0,0,48102.0
1744294211.120414,70.73066502201314,2.9754972328310427,1.6917829280314238,147.2,326.45380434782606,0,0.0,0,48054.0
1744294216.121761,70.19167235849325,3.0460210695658647,1.690429204130826,146.0,327.1698630136986,0,0.0,0,47766.8
1744294221.1295004,70.97978810874783,3.2342332212821296,1.7293328824250596,147.2,326.7798913043478,5,0.6756756756756757,0,48102.0
