timestamp,seq,latency_ms,jitter_ms,payload_size,lost_since_last,total_lost,loss_pct,processing_time_ms
1744287265.4593906,0,52.08992958068848,0.0,161,0,0,0.0,2.5980472564697266
1744287267.0536394,1,45.00079154968262,7.089138031005859,163,0,0,0.0,2.1293163299560547
1744287276.6645007,2,9.598493576049805,35.40229797363281,163,0,0,0.0,1.844644546508789
1744287287.1422613,3,10.469675064086914,0.8711814880371094,163,0,0,0.0,1.834869384765625
1744287288.3687928,4,9.903669357299805,0.5660057067871094,164,0,0,0.0,1.9936561584472656
1744287291.2995317,5,9.070396423339844,0.8332729339599609,161,0,0,0.0,1.6460418701171875
1744287300.1745977,6,8.939743041992188,0.13065338134765625,165,0,0,0.0,1.970529556274414
1744287302.7589147,7,43.784379959106445,34.84463691711426,163,0,0,0.0,2.2339820861816406
1744287306.9205942,8,9.931564331054688,33.85281562805176,164,0,0,0.0,1.7695426940917969
1744287307.5568206,9,43.92886161804199,33.997297286987305,164,0,0,0.0,1.9612312316894531
1744287308.484278,10,9.020328521728516,34.90853309631348,163,0,0,0.0,1.6024112701416016
1744287309.558939,11,9.94420051574707,0.9238719940185547,163,0,0,0.0,2.174854278564453
1744287310.256138,12,9.086847305297852,0.8573532104492188,165,0,0,0.0,1.4836788177490234
1744287311.3428757,13,9.073019027709961,0.013828277587890625,163,0,0,0.0,1.7888545989990234
1744287312.9517038,14,53.19809913635254,44.12508010864258,165,0,0,0.0,1.7299652099609375
1744287313.711984,15,11.335134506225586,41.86296463012695,165,0,0,0.0,1.9445419311523438
1744287315.640382,16,9.048223495483398,2.2869110107421875,164,0,0,0.0,1.7011165618896484
1744287317.6983354,17,9.680032730102539,0.6318092346191406,164,0,0,0.0,1.91497802734375
1744287318.7859325,18,9.790420532226562,0.11038780212402344,166,0,0,0.0,1.6834735870361328
1744287321.423775,19,9.835004806518555,0.04458427429199219,164,0,0,0.0,2.3009777069091797
1744287322.4515643,20,8.865118026733398,0.9698867797851562,164,0,0,0.0,1.5473365783691406
1744287331.523551,21,8.23831558227539,0.6268024444580078,164,0,0,0.0,1.458883285522461
