timestamp,battery_pct,overall_latency_ms,overall_jitter_ms,throughput_msgs_sec,avg_payload_bytes,lost_packets,error_rate_pct,processing_time_ms,bandwidth_bytes_sec
1744373466.7807467,N/A,0.0,0.0,0.0,0,0,0,0,0.0
1744373471.7800727,N/A,0.0,0.0,0.0,0,0,0,0,0.0
1744373476.7807348,153.46672488193886,25.11331848069733,3.826007843017578,40.8,408.8872549019608,0,0,0,16682.6
1744373481.7892232,109.42744664117401,7.01761339225021,1.1089511946135875,204.0,412.4117647058824,0,0.0,0,84132.0
1744373486.78176,70.67835009827905,7.893120755954665,1.25109322217046,196.0,410.65408163265306,12,1.2096774193548387,0,80488.2
1744373491.7794437,64.75750380251782,7.854011642885017,1.4080426779138036,199.2,408.5,12,1.1952191235059761,0,81373.2
1744373496.7802613,61.851194015769074,10.101044940394026,1.7676925243333328,137.6,420.81976744186045,12,1.7142857142857144,0,57904.8
1744373501.781281,60.466256950582775,8.270328480099876,1.330682919138954,201.6,426.5992063492063,0,0.0,0,86002.4
1744373506.7808964,61.57572307894307,15.338067834324093,2.3453728906039535,98.6,436.3103448275862,123,19.967532467532468,0,43020.2
1744373511.7804644,58.87047801075912,13.620797938447657,2.5764829744168414,196.8,437.0569105691057,0,0.0,0,86012.8
1744373516.7810683,56.880405038713,9.736015862626992,1.8074986020566919,202.4,438.0494071146245,0,0.0,0,88661.2
1744373521.7807293,57.578898822107625,11.222425007051038,1.6112356416640743,49.6,437.09274193548384,212,46.08695652173913,0,21679.8
1744373526.7808287,57.21387972957209,6.422594973915501,2.3466976065384713,30.4,437.0592105263158,0,0,0,13286.6
1744373531.781762,58.971485899004875,7.957090977498017,1.6452706536871897,183.2,434.18886462882097,24,2.553191489361702,0,79543.4
1744373536.7810543,60.306277889875496,12.46750167330856,2.135193572854096,127.2,435.25786163522014,0,0.0,0,55364.8
1744373541.780325,58.5115413572274,8.971755878598083,1.5490312202304017,204.0,435.57450980392156,0,0.0,0,88857.2
1744373546.7811103,54.530618427253444,12.469476533804828,1.972958626534775,197.6,435.3886639676113,40,3.8910505836575875,0,86032.8
1744373551.7790205,53.74308674134941,10.98493159374344,1.4955574106947285,171.2,435.9264018691589,112,11.570247933884298,0,74630.6
1744373556.7811623,55.81248026145133,7.871296483012829,1.3420287414118346,197.6,435.1842105263158,0,0.0,0,85992.4
1744373561.7805789,59.76251084958354,10.54944218166413,1.2889956274340229,198.4,432.56754032258067,0,0.0,0,85821.4
1744373566.781339,59.15300890511157,9.578483712439443,1.6868703505572151,204.0,434.91764705882355,0,0.0,0,88723.2
1744373571.780261,57.23777491538251,13.228873493241483,1.9540432535234045,195.2,434.7571721311475,0,0.0,0,84864.6
1744373576.780156,56.45967967369977,9.112156426953705,1.3827208002565405,202.4,435.7490118577075,20,1.937984496124031,0,88195.6
1744373581.7807574,56.31887009878199,11.70021421295681,1.8475448028950752,189.6,435.1529535864979,32,3.2653061224489797,0,82505.0
1744373586.7806597,56.66465595423937,11.442956526679575,1.6149674295313663,201.4,435.8232373386296,0,0.0,0,87774.8
1744373591.7803707,56.199382683810065,11.523030084722182,1.913906779943728,204.0,435.5235294117647,0,0.0,0,88846.8
1744373596.7811563,55.86391371839186,13.651467421475578,3.2102610258495106,108.8,435.6158088235294,448,45.16129032258064,0,47395.0
