timestamp,new_qos,smoothed_score,battery_level,avg_latency,bandwidth_usage,jitter,error_rate
1744296335.7815282,2,0.4489440372843124,0.6267091035842896,0.0011330137307616487,1752528,0.0008214850872836502,0.8163265306122449
1744296337.7845123,2,0.461114947309628,0.6434937715530396,0.0014591247664209744,1847396,0.002919902388132269,0.8163265306122449
1744296339.784897,2,0.4815413573635972,0.6358643770217896,0.0018292789513421888,1973819,0.004222905649689257,0.8163265306122449
1744296359.7969272,2,0.37996867842829196,0.6328126192092896,0.002839496273115664,414110,0.001850477784995765,4.032258064516129
1744296361.7975144,2,0.4968036338014382,0.6343384981155396,0.0046440172413168435,507504,0.006419335155508679,4.032258064516129
1744296363.7987971,2,0.5236863626505073,0.6450196504592896,0.005793434514721855,602804,0.00820680773179995,4.032258064516129
1744296369.8003402,2,0.586282709484123,0.6343384981155396,0.005924708844606957,901528,0.008400734780814068,2.2123893805309733
1744296371.801649,2,0.586696768330817,0.6495972871780396,0.006334294416486859,1021427,0.008600356495524271,2.2123893805309733
1744296373.801887,2,0.5867148001970687,0.6648560762405396,0.007132391195599817,1122445,0.009393097439994492,2.2123893805309733
1744296379.805232,2,0.5873737202403271,0.6511231660842896,0.006799435125366143,1429859,0.00881031931013782,4.8
1744296381.806888,2,0.5880971153837871,0.6450196504592896,0.007225772379758424,1558229,0.009379758383878091,4.8
1744296383.8070884,2,0.5891984551988088,0.6434937715530396,0.007539689781010679,1657287,0.009792960728082207,4.8
1744296395.812606,2,0.5894094383515681,0.6572266817092896,0.006943678318151626,2301493,0.009300834236062023,1.1811023622047243
1744296397.812156,2,0.5897298878985765,0.6297608613967896,0.007299646396679443,2392028,0.009606169100200866,1.1811023622047243
1744296405.8173447,2,0.5935730824053584,0.6343384981155396,0.0069664135060488646,2840688,0.009322500476212414,2.2900763358778624
1744296407.8205922,2,0.5929950371871628,0.6419678926467896,0.0071515358491567,2938847,0.009520954942728078,2.2900763358778624
1744296415.8212483,2,0.5909072650876533,0.6267091035842896,0.006884481335399222,3354790,0.009366940025678401,2.766798418972332
1744296417.822941,2,0.5908822923947882,0.6404420137405396,0.007009622898116513,3485673,0.00945696620917851,2.766798418972332
1744296425.8257947,2,0.5911772376074966,0.6358643770217896,0.006813567099975069,3866715,0.009316966258389707,1.6064257028112447
1744296427.8229349,2,0.5910023441188758,0.6419678926467896,0.006821756649704571,3870527,0.009336021381221322,1.6064257028112447
1744296429.8259623,2,0.5905104517996862,0.6450196504592896,0.006832096814135712,3882794,0.009359287239961751,82.20858895705521
1744296431.830929,2,0.5906159366977617,0.6282349824905396,0.006889662675417828,3922820,0.00939672047312603,82.20858895705521
1744296433.828615,2,0.5902681342299889,0.6373902559280396,0.007024830704314183,4020026,0.00947908482654493,82.20858895705521
1744296439.8281407,2,0.5914105787135898,0.6328126192092896,0.0069260515304791345,4331320,0.009394209605352777,2.7741083223249667
1744296441.8356557,2,0.5914558536679966,0.6297608613967896,0.007065074358001374,4464462,0.009481934158503888,2.7741083223249667
1744296443.8305573,2,0.5915050436514012,0.6389161348342896,0.007206702184744347,4561668,0.009633448005152166,2.7741083223249667
1744296445.8367343,2,0.5912856169167512,0.6404420137405396,0.007307452404826247,4646886,0.009714834752718362,1.0767160161507403
1744296447.8477087,2,0.591346947705195,0.6434937715530396,0.0074552596839611565,4787957,0.009884915977566565,1.0767160161507403
