timestamp,seq,latency_ms,jitter_ms,payload_size,lost_since_last,total_lost,loss_pct,processing_time_ms
1744373052.709289,17,48.50006103515625,42.029380798339844,122,0,0,0.0,0.12373924255371094
1744373057.097611,18,8.145570755004883,40.35449028015137,122,0,0,0.0,0.08893013000488281
1744373060.4551432,19,8.339881896972656,0.19431114196777344,122,0,0,0.0,0.08630752563476562
1744373062.3425322,20,8.277654647827148,0.06222724914550781,122,0,0,0.0,0.08797645568847656
1744373063.1428714,21,8.334875106811523,0.057220458984375,122,0,0,0.0,0.08320808410644531
1744373063.678597,22,7.496356964111328,0.8385181427001953,130,0,0,0.0,0.08559226989746094
1744373064.221347,23,65.3841495513916,57.88779258728027,130,0,0,0.0,0.091552734375
1744373065.1741598,24,33.856868743896484,31.527280807495117,131,0,0,0.0,0.12636184692382812
1744373065.748758,25,6.637334823608398,27.219533920288086,131,0,0,0.0,0.08487701416015625
1744373066.4204216,26,23.949861526489258,17.31252670288086,131,0,0,0.0,0.12063980102539062
1744373073.9622822,27,7.606744766235352,16.343116760253906,131,0,0,0.0,0.08368492126464844
1744373078.2603881,28,8.105993270874023,0.4992485046386719,123,0,0,0.0,0.08344650268554688
1744373084.4387581,29,8.49151611328125,0.38552284240722656,131,0,0,0.0,0.09608268737792969
1744373086.5392458,30,8.292198181152344,0.19931793212890625,131,0,0,0.0,0.16427040100097656
1744373090.711459,32,8.26883316040039,1008.2688331604004,131,0,0,0.0,0.08392333984375
1744373092.4663575,33,7.823467254638672,0.44536590576171875,131,0,0,0.0,0.0858306884765625
1744373096.1174526,34,7.13038444519043,0.6930828094482422,123,0,0,0.0,0.12230873107910156
1744373099.958878,35,43.83349418640137,36.70310974121094,131,0,0,0.0,0.08606910705566406
1744373102.9641964,36,7.425785064697266,36.4077091217041,131,0,0,0.0,0.12278556823730469
1744373104.7452981,37,10.293245315551758,2.867460250854492,131,0,0,0.0,0.1049041748046875
1744373112.8889434,39,8.10861587524414,1008.1086158752441,123,0,0,0.0,0.17881393432617188
1744373119.5128531,40,12.450695037841797,4.342079162597656,131,0,0,0.0,0.08511543273925781
1744373123.606108,42,41.597843170166016,1041.597843170166,123,0,0,0.0,0.1900196075439453
1744373129.5934045,43,29.315710067749023,12.282133102416992,131,0,0,0.0,0.10037422180175781
1744373133.502049,45,7.320880889892578,1007.3208808898926,123,0,0,0.0,0.08153915405273438
1744373139.7114263,46,9.548187255859375,2.227306365966797,131,0,0,0.0,0.10013580322265625
1744373141.8048515,47,8.82720947265625,0.720977783203125,131,0,0,0.0,0.12373924255371094
1744373146.6377945,48,8.041620254516602,0.7855892181396484,123,0,0,0.0,0.08249282836914062
1744373151.771405,49,7.214546203613281,0.8270740509033203,131,0,0,0.0,0.08344650268554688
1744373154.2854388,50,8.948802947998047,1.7342567443847656,123,0,0,0.0,0.10156631469726562
1744373158.9416647,52,8.301019668579102,1008.3010196685791,131,0,0,0.0,0.1289844512939453
